ts_ms,shot_id,session_id,bot_id,distance_in,v_batt_load,rpm_at_fire,rpm_target,rpm_manual,reward,hit,raw
1763231352898,shot-88c6b3fc-6,shot-88c6b3fc,ftc-bot,64.39821248941077,11.029,2600.045143215598,2612.0,2612.0,1.0,1,"{""type"": ""shot"", ""ts_ms"": 1763231352898, ""shot_id"": ""shot-88c6b3fc-6"", ""session_id"": ""shot-88c6b3fc"", ""bot_id"": ""ftc-bot"", ""battery_v"": 11.029, ""distance_in"": 64.39821248941077, ""rpm_at_fire"": 2600.045143215598, ""ready_latency_ms"": 2930, ""fire_command_ms"": 1763231352716, ""context"": {""target_rpm"": 2612.0, ""manual_target_rpm"": 2612.0, ""range_in"": 64.39821248941077, ""range_target_in"": 64.0, ""pose_heading_rad"": 0.0, ""rpm_mode"": ""baseline"", ""baseline_rpm"": 2612.0}, ""hit"": true, ""reward"": 1.0}"
1763231359841,shot-88c6b3fc-7,shot-88c6b3fc,ftc-bot,55.31408115831274,10.885,2550.491305417424,2548.0,2548.0,1.0,1,"{""type"": ""shot"", ""ts_ms"": 1763231359841, ""shot_id"": ""shot-88c6b3fc-7"", ""session_id"": ""shot-88c6b3fc"", ""bot_id"": ""ftc-bot"", ""battery_v"": 10.885, ""distance_in"": 55.31408115831274, ""rpm_at_fire"": 2550.491305417424, ""ready_latency_ms"": 2816, ""fire_command_ms"": 1763231359675, ""context"": {""target_rpm"": 2548.0, ""manual_target_rpm"": 2548.0, ""range_in"": 55.31408115831274, ""range_target_in"": 56.0, ""pose_heading_rad"": 0.0, ""rpm_mode"": ""baseline"", ""baseline_rpm"": 2548.0}, ""hit"": true, ""reward"": 1.0}"
1763231366791,shot-88c6b3fc-8,shot-88c6b3fc,ftc-bot,47.56875800228916,10.339,2470.663173397381,2484.0,2484.0,1.0,1,"{""type"": ""shot"", ""ts_ms"": 1763231366791, ""shot_id"": ""shot-88c6b3fc-8"", ""session_id"": ""shot-88c6b3fc"", ""bot_id"": ""ftc-bot"", ""battery_v"": 10.339, ""distance_in"": 47.56875800228916, ""rpm_at_fire"": 2470.663173397381, ""ready_latency_ms"": 2791, ""fire_command_ms"": 1763231366615, ""context"": {""target_rpm"": 2484.0, ""manual_target_rpm"": 2484.0, ""range_in"": 47.56875800228916, ""range_target_in"": 48.0, ""pose_heading_rad"": 0.0, ""rpm_mode"": ""baseline"", ""baseline_rpm"": 2484.0}, ""hit"": true, ""reward"": 1.0}"
1763231373659,shot-88c6b3fc-9,shot-88c6b3fc,ftc-bot,39.51284794874359,10.789,2428.3936577161494,2420.0,2420.0,1.0,1,"{""type"": ""shot"", ""ts_ms"": 1763231373659, ""shot_id"": ""shot-88c6b3fc-9"", ""session_id"": ""shot-88c6b3fc"", ""bot_id"": ""ftc-bot"", ""battery_v"": 10.789, ""distance_in"": 39.51284794874359, ""rpm_at_fire"": 2428.3936577161494, ""ready_latency_ms"": 2742, ""fire_command_ms"": 1763231373483, ""context"": {""target_rpm"": 2420.0, ""manual_target_rpm"": 2420.0, ""range_in"": 39.51284794874359, ""range_target_in"": 40.0, ""pose_heading_rad"": 0.0, ""rpm_mode"": ""baseline"", ""baseline_rpm"": 2420.0}, ""hit"": true, ""reward"": 1.0}"
1763231380506,shot-88c6b3fc-10,shot-88c6b3fc,ftc-bot,31.58765879973063,10.933,2363.849481452928,2356.0,2356.0,1.0,1,"{""type"": ""shot"", ""ts_ms"": 1763231380506, ""shot_id"": ""shot-88c6b3fc-10"", ""session_id"": ""shot-88c6b3fc"", ""bot_id"": ""ftc-bot"", ""battery_v"": 10.933, ""distance_in"": 31.58765879973063, ""rpm_at_fire"": 2363.849481452928, ""ready_latency_ms"": 2755, ""fire_command_ms"": 1763231380326, ""context"": {""target_rpm"": 2356.0, ""manual_target_rpm"": 2356.0, ""range_in"": 31.58765879973063, ""range_target_in"": 32.0, ""pose_heading_rad"": 0.0, ""rpm_mode"": ""baseline"", ""baseline_rpm"": 2356.0}, ""hit"": true, ""reward"": 1.0}"
1763231575668,shot-88caa21b-1,shot-88caa21b,ftc-bot,25.000995251597494,10.623000000000001,2261.2131127938264,2300.0,2300.0,0.0,0,"{""type"": ""shot"", ""ts_ms"": 1763231575668, ""shot_id"": ""shot-88caa21b-1"", ""session_id"": ""shot-88caa21b"", ""bot_id"": ""ftc-bot"", ""battery_v"": 10.623000000000001, ""distance_in"": 25.000995251597494, ""rpm_at_fire"": 2261.2131127938264, ""ready_latency_ms"": 0, ""fire_command_ms"": 1763231575502, ""context"": {""target_rpm"": 2300.0, ""manual_target_rpm"": 2300.0, ""range_in"": 25.000995251597494, ""range_target_in"": 25.0, ""pose_heading_rad"": 0.0, ""rpm_mode"": ""baseline"", ""baseline_rpm"": 2300.0}, ""hit"": false, ""reward"": 0.0}"
1763231582936,shot-88caa21b-2,shot-88caa21b,ftc-bot,33.47617846588181,10.479000000000001,2392.9744181684696,2364.0,2364.0,1.0,1,"{""type"": ""shot"", ""ts_ms"": 1763231582936, ""shot_id"": ""shot-88caa21b-2"", ""session_id"": ""shot-88caa21b"", ""bot_id"": ""ftc-bot"", ""battery_v"": 10.479000000000001, ""distance_in"": 33.47617846588181, ""rpm_at_fire"": 2392.9744181684696, ""ready_latency_ms"": 2982, ""fire_command_ms"": 1763231582734, ""context"": {""target_rpm"": 2364.0, ""manual_target_rpm"": 2364.0, ""range_in"": 33.47617846588181, ""range_target_in"": 33.0, ""pose_heading_rad"": 0.0, ""rpm_mode"": ""baseline"", ""baseline_rpm"": 2364.0}, ""hit"": true, ""reward"": 1.0}"
1763231590017,shot-88caa21b-3,shot-88caa21b,ftc-bot,41.37071853859858,10.99,2445.179701226426,2428.0,2428.0,1.0,1,"{""type"": ""shot"", ""ts_ms"": 1763231590017, ""shot_id"": ""shot-88caa21b-3"", ""session_id"": ""shot-88caa21b"", ""bot_id"": ""ftc-bot"", ""battery_v"": 10.99, ""distance_in"": 41.37071853859858, ""rpm_at_fire"": 2445.179701226426, ""ready_latency_ms"": 2970, ""fire_command_ms"": 1763231589823, ""context"": {""target_rpm"": 2428.0, ""manual_target_rpm"": 2428.0, ""range_in"": 41.37071853859858, ""range_target_in"": 41.0, ""pose_heading_rad"": 0.0, ""rpm_mode"": ""baseline"", ""baseline_rpm"": 2428.0}, ""hit"": true, ""reward"": 1.0}"
1763231596872,shot-88caa21b-4,shot-88caa21b,ftc-bot,49.400011097801595,10.212,2494.210772993518,2492.0,2492.0,1.0,1,"{""type"": ""shot"", ""ts_ms"": 1763231596872, ""shot_id"": ""shot-88caa21b-4"", ""session_id"": ""shot-88caa21b"", ""bot_id"": ""ftc-bot"", ""battery_v"": 10.212, ""distance_in"": 49.400011097801595, ""rpm_at_fire"": 2494.210772993518, ""ready_latency_ms"": 2761, ""fire_command_ms"": 1763231596712, ""context"": {""target_rpm"": 2492.0, ""manual_target_rpm"": 2492.0, ""range_in"": 49.400011097801595, ""range_target_in"": 49.0, ""pose_heading_rad"": 0.0, ""rpm_mode"": ""baseline"", ""baseline_rpm"": 2492.0}, ""hit"": true, ""reward"": 1.0}"
1763231603889,shot-88caa21b-5,shot-88caa21b,ftc-bot,57.22061329960129,10.876,2537.922068856841,2556.0,2556.0,1.0,1,"{""type"": ""shot"", ""ts_ms"": 1763231603889, ""shot_id"": ""shot-88caa21b-5"", ""session_id"": ""shot-88caa21b"", ""bot_id"": ""ftc-bot"", ""battery_v"": 10.876, ""distance_in"": 57.22061329960129, ""rpm_at_fire"": 2537.922068856841, ""ready_latency_ms"": 2812, ""fire_command_ms"": 1763231603712, ""context"": {""target_rpm"": 2556.0, ""manual_target_rpm"": 2556.0, ""range_in"": 57.22061329960129, ""range_target_in"": 57.0, ""pose_heading_rad"": 0.0, ""rpm_mode"": ""baseline"", ""baseline_rpm"": 2556.0}, ""hit"": true, ""reward"": 1.0}"
1763231610779,shot-88caa21b-6,shot-88caa21b,ftc-bot,64.54879196390212,10.645,2596.8039416007955,2612.0,2612.0,1.0,1,"{""type"": ""shot"", ""ts_ms"": 1763231610779, ""shot_id"": ""shot-88caa21b-6"", ""session_id"": ""shot-88caa21b"", ""bot_id"": ""ftc-bot"", ""battery_v"": 10.645, ""distance_in"": 64.54879196390212, ""rpm_at_fire"": 2596.8039416007955, ""ready_latency_ms"": 2853, ""fire_command_ms"": 1763231610622, ""context"": {""target_rpm"": 2612.0, ""manual_target_rpm"": 2612.0, ""range_in"": 64.54879196390212, ""range_target_in"": 64.0, ""pose_heading_rad"": 0.0, ""rpm_mode"": ""baseline"", ""baseline_rpm"": 2612.0}, ""hit"": true, ""reward"": 1.0}"
1763231617742,shot-88caa21b-7,shot-88caa21b,ftc-bot,55.25389982023539,10.007,2540.1668098617492,2548.0,2548.0,1.0,1,"{""type"": ""shot"", ""ts_ms"": 1763231617742, ""shot_id"": ""shot-88caa21b-7"", ""session_id"": ""shot-88caa21b"", ""bot_id"": ""ftc-bot"", ""battery_v"": 10.007, ""distance_in"": 55.25389982023539, ""rpm_at_fire"": 2540.1668098617492, ""ready_latency_ms"": 2835, ""fire_command_ms"": 1763231617575, ""context"": {""target_rpm"": 2548.0, ""manual_target_rpm"": 2548.0, ""range_in"": 55.25389982023539, ""range_target_in"": 56.0, ""pose_heading_rad"": 0.0, ""rpm_mode"": ""baseline"", ""baseline_rpm"": 2548.0}, ""hit"": true, ""reward"": 1.0}"
1763231624683,shot-88caa21b-8,shot-88caa21b,ftc-bot,47.439251325882196,10.374,2487.796568877889,2484.0,2484.0,1.0,1,"{""type"": ""shot"", ""ts_ms"": 1763231624683, ""shot_id"": ""shot-88caa21b-8"", ""session_id"": ""shot-88caa21b"", ""bot_id"": ""ftc-bot"", ""battery_v"": 10.374, ""distance_in"": 47.439251325882196, ""rpm_at_fire"": 2487.796568877889, ""ready_latency_ms"": 2799, ""fire_command_ms"": 1763231624499, ""context"": {""target_rpm"": 2484.0, ""manual_target_rpm"": 2484.0, ""range_in"": 47.439251325882196, ""range_target_in"": 48.0, ""pose_heading_rad"": 0.0, ""rpm_mode"": ""baseline"", ""baseline_rpm"": 2484.0}, ""hit"": true, ""reward"": 1.0}"
1763231631575,shot-88caa21b-9,shot-88caa21b,ftc-bot,39.414728192047924,10.16,2415.7123325324997,2420.0,2420.0,1.0,1,"{""type"": ""shot"", ""ts_ms"": 1763231631575, ""shot_id"": ""shot-88caa21b-9"", ""session_id"": ""shot-88caa21b"", ""bot_id"": ""ftc-bot"", ""battery_v"": 10.16, ""distance_in"": 39.414728192047924, ""rpm_at_fire"": 2415.7123325324997, ""ready_latency_ms"": 2775, ""fire_command_ms"": 1763231631393, ""context"": {""target_rpm"": 2420.0, ""manual_target_rpm"": 2420.0, ""range_in"": 39.414728192047924, ""range_target_in"": 40.0, ""pose_heading_rad"": 0.0, ""rpm_mode"": ""baseline"", ""baseline_rpm"": 2420.0}, ""hit"": true, ""reward"": 1.0}"
1763231638462,shot-88caa21b-10,shot-88caa21b,ftc-bot,31.508416442759675,10.509,2371.322412158745,2356.0,2356.0,1.0,1,"{""type"": ""shot"", ""ts_ms"": 1763231638462, ""shot_id"": ""shot-88caa21b-10"", ""session_id"": ""shot-88caa21b"", ""bot_id"": ""ftc-bot"", ""battery_v"": 10.509, ""distance_in"": 31.508416442759675, ""rpm_at_fire"": 2371.322412158745, ""ready_latency_ms"": 2799, ""fire_command_ms"": 1763231638278, ""context"": {""target_rpm"": 2356.0, ""manual_target_rpm"": 2356.0, ""range_in"": 31.508416442759675, ""range_target_in"": 32.0, ""pose_heading_rad"": 0.0, ""rpm_mode"": ""baseline"", ""baseline_rpm"": 2356.0}, ""hit"": true, ""reward"": 1.0}"
